,Velocity,LanePos,Steer,SpeedLimit,Accel,Brake,LongAccel,LatAccel,HeadwayTime,HeadwayDist,Mode,Response Time,Mistakes,Steps
0,31.711987037037037,-0.3559259259259259,-65.23009259259258,7.407333333333334,0.6218324074074074,0.13951203703703705,-1.3691268518518516,-1.0360222222222222,0.7014814814814815,18.31490740740741,5.0,11.0,0.0,4.0
1,12.613907142857142,0.4520793650793651,-26.680634920634922,11.111,0.20154444444444447,0.006569047619047619,0.5923246031746031,-0.5798873015873016,6.410746031746033,85.43093650793651,8.0,8.9,1.0,3.0
2,1.6090688679245346,-0.038830188679245294,7.1700000000000035,11.111,0.06509811320754716,0.16966132075471724,0.45728301886792394,-0.045724528301885274,5.684226415094341,2.0829811320754716,5.0,6.5,0.0,4.0
3,11.193901063829786,0.5978085106382979,8.402553191489364,11.110999999999999,0.5317010638297873,0.10960106382978871,1.4144989361702123,-0.02033829787234052,9.821617021276596,14.115340425531913,1.0,0.0,0.0,0.0
4,7.486381481481483,0.10244444444444441,-67.28944444444444,10.699481481481481,0.3030314814814815,0.03322037037037077,1.5448499999999998,-1.5203796296296295,2.067851851851852,0.8696666666666667,6.0,3.9,1.0,2.0
5,13.774160000000006,0.29345882352941177,-18.94747058823529,11.111000000000002,0.22112352941176475,0.0018000000000002272,0.777884705882353,-0.5180676470588234,9.9434,41.32975294117647,5.0,11.04,1.0,4.0
6,6.800671000000008,0.20641142857142858,-2.1225999999999994,11.111000000000004,0.06529142857142857,0.06219842857142858,0.07768942857142733,-0.11797500000000162,8.163468571428572,21.985017142857142,1.0,0.0,0.0,0.0
7,10.348471568627449,0.04239215686274511,0.18745098039215688,11.111,0.20080098039215682,0.11766274509803971,1.0419833333333335,-0.001252941176470587,0.0,0.0,6.0,4.0,0.0,2.0
8,17.355422580645158,0.32870967741935475,-15.887137096774195,13.69158064516129,0.26579838709677417,0.02666733870967742,0.619969758064516,-0.7877350806451616,-0.04657258064516126,28.59661290322581,6.0,8.51,1.0,3.0
9,10.583807407407406,-0.042555555555555555,0.1924074074074074,11.110999999999999,0.11423333333333333,0.0,0.3577537037037037,0.001668518518518523,1.1180740740740742,11.742962962962963,6.0,3.58,0.0,3.0
10,11.260540909090908,0.20003030303030303,0.02621212121212126,11.111,0.14087121212121215,0.05262727272727292,-0.19351515151515156,0.012543939393939395,0.7518484848484849,8.305939393939394,5.0,4.1,0.0,3.0
11,14.668831707317073,-0.026512195121951226,1.3858536585365853,8.536500000000002,0.16800121951219513,0.00037500000000107673,0.3413256097560976,0.030193292682926833,1.5990975609756097,24.76358536585366,5.0,8.21,2.0,4.0
